Rk,Player,Position,Squad,90s,Assists,xA,Assists-xA,KeyPasses,Total Completed Passes,Total Attempted Passes,Total Pass Completion %,Short Completed Passes,Short Attempted Passes,Short Pass Completion %,Medium Completed Passes,Medium Attempted Passes,Medium Pass Completion %,Long Completed Passes,Long Attempted Passes,Long Pass Completion %,Through Ball Passes,Corner Kicks,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box,Goals,PK,PK Attempts,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG 
415,Jack Stacey,DEF,Bournemouth,9.9,1,1.2,-0.2,6,337,462,72.9,8,33,24.2,289,343,84.3,40,86,46.5,0,1,19,3,1,0,0,0,4,2,0,50.0,0.41,0.20,0.00,0.00,0.3,0.3,0.07,-0.3,-0.3
416,Junior Stanislas,MID,Bournemouth,1.5,0,0.1,-0.1,2,66,78,84.6,1,4,25.0,53,59,89.8,12,15,80.0,0,1,2,4,0,0,0,0,2,1,1,50.0,1.35,0.68,0.00,0.00,0.2,0.2,0.08,-0.2,-0.2
417,Jed Steer,GK,Aston Villa,0.1,0,0.0,0.0,0,1,2,50.0,0,0,0,0,0,0,1,2,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
418,Dale Stephens,MID,Brighton,21.6,1,0.7,+0.3,14,1205,1385,87.0,13,24,54.2,857,947,90.5,335,414,80.9,3,0,116,15,1,0,0,0,14,2,0,14.3,0.65,0.09,0.00,0.00,0.5,0.5,0.04,-0.5,-0.5
419,Jack Stephens,DEF,Southampton,18.3,3,0.8,+2.2,4,546,743,73.5,5,14,35.7,340,399,85.2,201,330,60.9,2,0,53,4,0,1,0,0,6,1,0,16.7,0.33,0.05,0.17,1.00,0.8,0.8,0.13,+0.2,+0.2
420,Raheem Sterling,FWD,Manchester City,21.5,1,5.8,-4.8,35,723,914,79.1,12,64,18.8,659,767,85.9,52,83,62.7,3,0,22,38,6,11,0,1,66,20,1,30.3,3.07,0.93,0.17,0.55,10.8,9.8,0.16,+0.2,+1.2
421,Enda Stevens,DEF,Sheffield Utd,26.5,2,3.5,-1.5,28,1022,1374,74.4,14,69,20.3,823,964,85.4,185,341,54.3,1,0,85,39,8,2,0,0,15,4,0,26.7,0.57,0.15,0.13,0.50,0.8,0.8,0.06,+1.2,+1.2
422,Marco Stiepermann,MID,Norwich City,10.4,0,0.5,-0.5,9,247,333,74.2,14,33,42.4,206,252,81.7,27,48,56.3,3,0,26,7,0,0,0,0,18,5,0,27.8,1.73,0.48,0.00,0.00,1.5,1.5,0.08,-1.5,-1.5
423,John Stones,DEF,Manchester City,10.1,0,0.1,-0.1,2,725,764,94.9,0,3,0.0,493,517,95.4,232,244,95.1,0,0,71,1,0,0,0,0,6,1,0,16.7,0.60,0.10,0.00,0.00,0.6,0.6,0.11,-0.6,-0.6
424,Isaac Success,FWD,Watford,0.7,0,0.1,-0.1,1,14,21,66.7,3,4,75.0,10,16,62.5,1,1,100.0,0,0,0,2,0,0,0,0,1,1,0,100.0,1.38,1.38,0.00,0.00,0.1,0.1,0.08,-0.1,-0.1
425,Ki Sung-yueng,MID,Newcastle Utd,1.5,0,0.1,-0.1,2,59,67,88.1,2,2,100.0,36,41,87.8,21,24,87.5,0,3,4,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
426,Andrew Surman,MID,Bournemouth,2.6,0,0.0,0.0,1,102,127,80.3,5,5,100.0,73,89,82.0,24,33,72.7,0,2,6,1,0,0,0,0,1,0,0,0.0,0.38,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0
427,Sam Surridge,FWD,Bournemouth,0.2,0,0.0,0.0,0,2,3,66.7,0,0,0,2,3,66.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
428,Japhet Tanganga,DEF,Tottenham,4.0,0,0.0,0.0,0,125,155,80.6,1,9,11.1,105,118,89.0,19,28,67.9,0,0,6,0,0,0,0,0,1,1,0,100.0,0.25,0.25,0.00,0.00,0.0,0.0,0.02,0.0,0.0
429,Matt Targett,DEF,Aston Villa,17.8,2,2.5,-0.5,22,668,898,74.4,13,44,29.5,534,623,85.7,121,231,52.4,0,10,50,25,11,1,0,0,6,4,1,66.7,0.34,0.22,0.17,0.25,0.4,0.4,0.07,+0.6,+0.6
430,James Tarkowski,DEF,Burnley,27.0,1,1.0,0.0,7,620,850,72.9,6,21,28.6,357,441,81.0,257,388,66.2,0,0,44,6,0,1,0,0,15,2,0,13.3,0.56,0.07,0.07,0.50,1.6,1.6,0.11,-0.6,-0.6
431,Charlie Taylor,DEF,Burnley,13.3,0,0.9,-0.9,10,442,647,68.3,8,39,20.5,337,413,81.6,97,195,49.7,1,0,32,13,12,0,0,0,1,0,0,0.0,0.08,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0
432,Neil Taylor,DEF,Aston Villa,8.8,0,0.1,-0.1,1,297,375,79.2,5,16,31.3,253,286,88.5,39,73,53.4,0,0,14,1,0,0,0,0,3,0,0,0.0,0.34,0.00,0.00,0,0.2,0.2,0.07,-0.2,-0.2
433,Alexander Tettey,MID,Norwich City,18.2,1,0.8,+0.2,5,771,874,88.2,11,23,47.8,627,688,91.1,133,163,81.6,1,0,40,4,0,1,0,0,18,3,0,16.7,0.99,0.17,0.06,0.33,0.6,0.6,0.03,+0.4,+0.4
434,Youri Tielemans,MID,Leicester City,23.6,5,4.0,+1.0,34,1047,1295,80.8,26,46,56.5,809,934,86.6,212,315,67.3,8,14,112,28,4,3,0,0,42,11,0,26.2,1.78,0.47,0.07,0.27,2.3,2.3,0.05,+0.7,+0.7
435,Kieran Tierney,DEF,Arsenal,3.3,0,0.5,-0.5,4,135,176,76.7,2,10,20.0,105,120,87.5,28,46,60.9,0,0,5,5,4,0,0,0,2,0,0,0.0,0.60,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1
436,James Tomkins,DEF,Crystal Palace,17.6,1,0.1,+0.9,2,505,626,80.7,6,14,42.9,311,347,89.6,188,265,70.9,0,0,21,1,0,1,0,0,9,2,0,22.2,0.51,0.11,0.11,0.50,1.3,1.3,0.14,-0.3,-0.3
437,Fikayo Tomori,DEF,Chelsea,13.7,0,0.2,-0.2,4,920,1030,89.3,4,14,28.6,611,650,94.0,305,366,83.3,1,0,54,4,0,1,0,0,7,3,0,42.9,0.51,0.22,0.14,0.33,0.6,0.6,0.08,+0.4,+0.4
438,Lucas Torreira,MID,Arsenal,15.2,1,1.1,-0.1,14,720,821,87.7,9,25,36.0,517,570,90.7,194,226,85.8,1,11,41,3,0,1,0,0,20,6,0,30.0,1.31,0.39,0.05,0.17,1.6,1.6,0.08,-0.6,-0.6
439,Cenk Tosun,FWD,Everton,3.2,0,0.1,-0.1,4,42,62,67.7,1,3,33.3,38,50,76.0,3,9,33.3,0,0,2,3,0,1,0,0,11,3,0,27.3,3.41,0.93,0.09,0.33,0.8,0.8,0.07,+0.2,+0.2
440,Cenk Tosun,FWD,Crystal Palace,1.9,0,0.0,0.0,0,28,46,60.9,0,2,0.0,23,36,63.9,5,8,62.5,1,0,3,1,0,1,0,0,4,2,0,50.0,2.08,1.04,0.25,0.50,0.8,0.8,0.19,+0.2,+0.2
441,Andros Townsend,MID,Crystal Palace,8.8,1,1.2,-0.2,8,189,274,69.0,6,18,33.3,156,186,83.9,27,70,38.6,0,4,12,7,3,1,0,0,5,4,0,80.0,0.57,0.45,0.20,0.25,0.2,0.2,0.04,+0.8,+0.8
442,Adama Traoré,FWD,Wolves,21.9,7,5.5,+1.5,37,457,713,64.1,5,50,10.0,380,509,74.7,72,154,46.8,3,0,33,15,2,4,0,0,32,9,0,28.1,1.46,0.41,0.13,0.44,2.2,2.2,0.07,+1.8,+1.8
443,Mark Travers,GK,Bournemouth,1.0,0,0.0,0.0,0,23,32,71.9,0,0,0,12,12,100.0,11,20,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
444,Trézéguet,FWD,Aston Villa,14.7,1,0.7,+0.3,15,221,325,68.0,7,24,29.2,179,222,80.6,35,79,44.3,1,10,11,7,4,3,0,0,37,10,2,27.0,2.52,0.68,0.08,0.30,2.8,2.8,0.07,+0.2,+0.2
445,Leandro Trossard,FWD,Brighton,14.1,3,3.1,-0.1,28,402,571,70.4,5,30,16.7,304,391,77.7,93,150,62.0,2,9,30,20,7,3,0,0,25,9,0,36.0,1.77,0.64,0.12,0.33,2.6,2.6,0.10,+0.4,+0.4
446,Tom Trybull,MID,Norwich City,11.4,0,0.0,0.0,1,520,558,93.2,6,10,60.0,429,451,95.1,85,97,87.6,0,0,39,0,0,0,0,0,11,2,0,18.2,0.96,0.17,0.00,0.00,0.4,0.4,0.04,-0.4,-0.4
447,Axel Tuanzebe,DEF,Manchester Utd,2.1,0,0.0,0.0,0,127,141,90.1,1,3,33.3,102,110,92.7,24,28,85.7,0,0,8,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
448,Yan Valery,DEF,Southampton,6.2,0,0.7,-0.7,2,143,232,61.6,3,12,25.0,112,152,73.7,28,68,41.2,0,0,5,1,1,0,0,0,2,1,0,50.0,0.32,0.16,0.00,0.00,0.2,0.2,0.12,-0.2,-0.2
449,Jesús Vallejo,DEF,Wolves,1.8,0,0.0,0.0,0,81,104,77.9,1,1,100.0,50,59,84.7,30,44,68.2,0,0,7,1,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
450,Jamie Vardy,FWD,Leicester City,24.4,4,3.4,+0.6,14,217,322,67.4,12,36,33.3,184,244,75.4,21,42,50.0,2,0,9,9,2,17,3,4,56,29,0,51.8,2.30,1.19,0.25,0.48,13.4,10.3,0.20,+3.6,+3.7
451,Indiana Vassilev,FWD,Aston Villa,0.4,0,0.0,0.0,0,7,9,77.8,1,2,50.0,6,7,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
452,Jan Vertonghen,DEF,Tottenham,16.2,1,0.9,+0.1,3,826,976,84.6,4,21,19.0,604,662,91.2,218,293,74.4,0,0,49,0,0,1,0,0,3,2,0,66.7,0.19,0.12,0.33,0.50,0.4,0.4,0.13,+0.6,+0.6
453,Jannik Vestergaard,DEF,Southampton,12.4,0,0.1,-0.1,3,417,518,80.5,5,7,71.4,307,346,88.7,105,165,63.6,1,0,42,3,0,1,0,0,8,4,0,50.0,0.65,0.32,0.13,0.25,0.8,0.8,0.10,+0.2,+0.2
454,Rúben Vinagre,DEF,Wolves,3.9,0,0.6,-0.6,4,143,196,73.0,0,13,0.0,121,139,87.1,22,44,50.0,0,0,8,5,5,0,0,0,5,0,0,0.0,1.29,0.00,0.00,0,0.4,0.4,0.08,-0.4,-0.4
455,Mario Vrančić,MID,Norwich City,3.9,0,0.3,-0.3,6,197,247,79.8,4,8,50.0,156,173,90.2,37,66,56.1,2,0,13,2,0,1,0,0,8,2,1,25.0,2.03,0.51,0.13,0.50,0.8,0.8,0.10,+0.2,+0.2
456,Matěj Vydra,FWD,Burnley,2.8,1,0.1,+0.9,2,20,29,69.0,1,1,100.0,19,27,70.4,0,1,0.0,0,0,3,0,0,2,0,0,9,6,0,66.7,3.24,2.16,0.22,0.33,2.2,2.2,0.25,-0.2,-0.2
457,Theo Walcott,MID,Everton,10.7,2,1.7,+0.3,13,194,299,64.9,2,24,8.3,168,220,76.4,24,55,43.6,2,2,13,10,1,1,0,0,25,8,0,32.0,2.34,0.75,0.04,0.13,2.3,2.3,0.09,-1.3,-1.3
458,Kyle Walker,DEF,Manchester City,20.1,2,1.5,+0.5,11,1386,1574,88.1,12,45,26.7,999,1083,92.2,375,446,84.1,2,1,164,13,0,1,0,0,12,2,0,16.7,0.60,0.10,0.08,0.50,0.8,0.8,0.06,+0.2,+0.2
459,Kyle Walker-Peters,DEF,Tottenham,2.7,0,0.1,-0.1,2,183,214,85.5,1,8,12.5,156,165,94.5,26,41,63.4,0,0,12,1,0,0,0,0,1,0,0,0.0,0.37,0.00,0.00,0,0.0,0.0,0.03,0.0,0.0
460,Kyle Walker-Peters,DEF,Southampton,0.8,0,0.0,0.0,0,39,57,68.4,0,3,0.0,37,48,77.1,2,6,33.3,0,0,3,1,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
461,Aaron Wan-Bissaka,DEF,Manchester Utd,23.9,2,2.3,-0.3,19,1183,1479,80.0,27,78,34.6,1059,1226,86.4,97,175,55.4,0,0,83,4,0,0,0,0,7,1,0,14.3,0.29,0.04,0.00,0.00,0.4,0.4,0.06,-0.4,-0.4
462,Victor Wanyama,MID,Tottenham,0.3,0,0.0,0.0,0,18,19,94.7,2,2,100.0,11,12,91.7,5,5,100.0,0,0,3,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
463,Joel Ward,DEF,Crystal Palace,15.5,0,0.2,-0.2,4,574,758,75.7,15,41,36.6,458,538,85.1,101,179,56.4,0,0,46,4,2,0,0,0,3,1,0,33.3,0.19,0.06,0.00,0.00,0.1,0.1,0.05,-0.1,-0.1
464,James Ward-Prowse,MID,Southampton,27.0,2,3.6,-1.6,43,955,1323,72.2,19,48,39.6,701,826,84.9,235,449,52.3,3,127,84,18,1,4,1,2,35,15,17,42.9,1.30,0.56,0.09,0.20,4.5,2.8,0.10,-0.5,+0.2
465,Adam Webster,DEF,Brighton,20.4,1,1.1,-0.1,9,1141,1338,85.3,6,21,28.6,771,852,90.5,364,465,78.3,1,0,55,5,1,3,0,0,14,6,0,42.9,0.69,0.29,0.21,0.50,1.1,1.1,0.08,+1.9,+1.9
466,Danny Welbeck,FWD,Watford,2.9,0,0.1,-0.1,2,45,56,80.4,0,1,0.0,41,49,83.7,4,6,66.7,0,0,4,2,0,0,0,0,5,2,0,40.0,1.72,0.69,0.00,0.00,0.6,0.6,0.13,-0.6,-0.6
467,Ashley Westwood,MID,Burnley,24.0,5,3.9,+1.1,34,850,1158,73.4,18,39,46.2,584,683,85.5,248,436,56.9,6,66,102,13,4,2,0,0,11,3,2,27.3,0.46,0.12,0.18,0.67,1.4,1.4,0.13,+0.6,+0.6
468,Connor Wickham,FWD,Crystal Palace,1.0,1,0.6,+0.4,2,29,44,65.9,2,5,40.0,23,32,71.9,4,7,57.1,0,0,2,0,0,1,0,0,4,2,0,50.0,4.00,2.00,0.25,0.50,1.4,1.4,0.35,-0.4,-0.4
469,Georginio Wijnaldum,MID,Liverpool,23.2,0,1.0,-1.0,9,1020,1124,90.7,20,38,52.6,848,908,93.4,152,178,85.4,4,0,90,17,0,2,0,0,26,11,0,42.3,1.12,0.47,0.08,0.18,1.7,1.7,0.06,+0.3,+0.3
470,Jetro Willems,DEF,Newcastle Utd,16.6,2,1.3,+0.7,16,408,582,70.1,6,26,23.1,321,387,82.9,81,169,47.9,0,1,30,13,5,2,0,0,14,6,0,42.9,0.84,0.36,0.14,0.33,0.6,0.6,0.04,+1.4,+1.4
471,Brandon Williams,DEF,Manchester Utd,7.6,0,0.3,-0.3,9,346,422,82.0,4,10,40.0,299,343,87.2,43,69,62.3,0,1,17,12,1,1,0,0,5,2,0,40.0,0.66,0.26,0.20,0.50,0.5,0.5,0.11,+0.5,+0.5
472,Willian,FWD,Chelsea,20.4,4,4.0,0.0,43,860,1090,78.9,24,45,53.3,659,772,85.4,177,273,64.8,4,61,54,45,5,4,1,1,49,15,4,30.6,2.41,0.74,0.06,0.20,3.6,2.8,0.06,+0.4,+0.2
473,Joe Willock,MID,Arsenal,6.4,0,0.5,-0.5,11,221,269,82.2,10,15,66.7,172,197,87.3,39,57,68.4,0,1,25,5,0,0,0,0,8,3,0,37.5,1.25,0.47,0.00,0.00,0.8,0.8,0.10,-0.8,-0.8
474,Jack Wilshere,MID,West Ham,1.9,0,0.0,0.0,0,50,59,84.7,1,2,50.0,44,49,89.8,5,8,62.5,0,0,3,0,0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0
475,Callum Wilson,FWD,Bournemouth,24.1,0,2.2,-2.2,21,263,396,66.4,17,51,33.3,218,302,72.2,28,43,65.1,5,0,24,10,1,7,0,0,38,16,0,42.1,1.58,0.66,0.18,0.44,7.8,7.8,0.21,-0.8,-0.8
476,Harry Wilson,MID,Bournemouth,16.1,0,1.8,-1.8,15,382,503,75.9,6,31,19.4,284,332,85.5,92,140,65.7,6,15,30,19,2,7,0,0,45,16,12,35.6,2.80,1.00,0.16,0.44,3.3,3.3,0.07,+3.7,+3.7
477,Harry Winks,MID,Tottenham,16.7,0,0.9,-0.9,13,1013,1151,88.0,13,24,54.2,764,823,92.8,236,304,77.6,4,6,111,13,1,0,0,0,8,2,0,25.0,0.48,0.12,0.00,0.00,0.3,0.3,0.04,-0.3,-0.3
478,Chris Wood,FWD,Burnley,21.6,1,0.8,+0.2,15,244,375,65.1,15,30,50.0,209,310,67.4,20,35,57.1,0,0,8,5,0,10,0,0,45,21,0,46.7,2.08,0.97,0.22,0.48,8.7,8.7,0.19,+1.3,+1.3
479,Granit Xhaka,MID,Arsenal,20.2,1,0.9,+0.1,12,1222,1383,88.4,7,20,35.0,875,952,91.9,340,411,82.7,3,0,143,19,2,0,0,0,8,2,0,25.0,0.40,0.10,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2
480,Andriy Yarmolenko,MID,West Ham,9.2,1,2.5,-1.5,13,260,324,80.2,10,18,55.6,202,232,87.1,48,74,64.9,1,1,11,6,1,3,0,0,20,9,1,45.0,2.17,0.98,0.15,0.33,1.5,1.5,0.07,+1.5,+1.5
481,DeAndre Yedlin,DEF,Newcastle Utd,8.6,0,0.2,-0.2,5,195,272,71.7,6,16,37.5,154,187,82.4,35,69,50.7,0,0,10,3,1,1,0,0,1,1,0,100.0,0.12,0.12,1.00,1.00,0.7,0.7,0.68,+0.3,+0.3
482,Maya Yoshida,DEF,Southampton,6.2,0,0.0,0.0,0,207,247,83.8,3,4,75.0,151,167,90.4,53,76,69.7,0,0,10,1,0,0,0,0,4,3,0,75.0,0.65,0.48,0.00,0.00,0.6,0.6,0.14,-0.6,-0.6
483,Ashley Young,DEF,Manchester Utd,10.6,0,1.2,-1.2,17,565,735,76.9,3,20,15.0,441,495,89.1,121,220,55.0,1,35,58,11,1,0,0,0,3,0,0,0.0,0.28,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1
484,Pablo Zabaleta,DEF,West Ham,6.5,0,0.4,-0.4,4,247,326,75.8,1,14,7.1,211,246,85.8,35,66,53.0,0,0,28,3,0,0,0,0,1,0,0,0.0,0.15,0.00,0.00,0,0.1,0.1,0.06,-0.1,-0.1
485,Wilfried Zaha,MID,Crystal Palace,26.3,3,2.4,+0.6,27,704,898,78.4,15,59,25.4,595,707,84.2,94,132,71.2,0,0,39,53,8,3,0,0,38,10,0,26.3,1.45,0.38,0.08,0.30,2.7,2.7,0.07,+0.3,+0.3
486,Christoph Zimmermann,DEF,Norwich City,14.4,1,0.0,+1.0,0,479,585,81.9,3,10,30.0,306,331,92.4,170,244,69.7,0,0,22,1,0,0,0,0,6,1,0,16.7,0.42,0.07,0.00,0.00,0.4,0.4,0.07,-0.4,-0.4
487,Oleksandr Zinchenko,DEF,Manchester City,9.2,0,0.7,-0.7,12,743,824,90.2,8,16,50.0,618,666,92.8,117,142,82.4,1,1,71,18,9,0,0,0,12,2,0,16.7,1.30,0.22,0.00,0.00,0.3,0.3,0.03,-0.3,-0.3
488,Kurt Zouma,DEF,Chelsea,19.0,0,0.2,-0.2,1,1218,1383,88.1,3,14,21.4,777,846,91.8,438,523,83.7,0,0,73,2,0,0,0,0,12,4,0,33.3,0.63,0.21,0.00,0.00,0.6,0.6,0.05,-0.6,-0.6
